Material_ID|Material_Name|Type|Unit_Price|Stock_Initial|Supplier_ID|Total_Stock_Value|Cost_Per_Unit_Carbon|Environmental_Impact_Score|Recyclable_Status|Stock_Alert_Level|Supply_Reliability_Index
M381|Eco-Sirop en poudre|Produit laitier|448.35|588|SUPPLIER_70|233534.81|0.41|1614.0|Non|Normal|10.95
M350|Bio-Lait liquide|Ingrédient|370.35|304|SUPPLIER_15|108071.3|1.41|349.9|Non|Faible|9.27
M300|Super-Fromage liquide|Produit laitier|59.26|635|SUPPLIER_35|37638.79|0.05|1896.0|Non|Normal|2.86
M189|Bio-Crème enrichi|Produit laitier|465.7|372|SUPPLIER_73|219390.61|0.58|1311.0|Non|Normal|9.51
M021|Eco-Sucre enrichi|Produit laitier|424.42|747|SUPPLIER_19|294568.76|0.37|1962.0|Non|Normal|4.13
M168|Bio-Crème naturel|Produitk|362.7|441|SUPPLIER_17|1086.48|5.74|717.5|Non|Normal|21.43
M483|Super-Crème naturel|Ingrédient|480.99|868|SUPPLIER_17|325340.6|0.57|931.5|Oui|Élevé|4.64
M151|Bio-Chocolat en poudre|Produit laitier|289.02|238|SUPPLIER_49|72159.11|0.53|903.0|Oui|Faible|5.18
M115|Eco-Sel naturel|Ingrédient|478.99|361|SUPPLIER_48|158240.1|1.5|401.2|Oui|Normal|11.35
M488|Super-Sirop naturel|Produit laitier|437.46|706|SUPPLIER_37|265160.48|0.34|1872.0|Oui|Normal|9.15
M399|Eco-Lait enrichi|Ingrédient|196.3|428|SUPPLIER_72|84701.27|0.42|572.9|Oui|Normal|5.61
M058|Super-Sucre naturel|Produit laitier|266.9|720|SUPPLIER_6|223089.56|0.21|2160.0|Oui|Normal|4.72
M326|Ultra-Chocolat en poudre|Ingrédient|448.4|625|SUPPLIER_58|307576.58|0.56|894.2|Non|Élevé|7.96
M449|Bio-Lait en poudre|Ingrédient|220.02|246|SUPPLIER_28|68099.03|0.75|386.7|Oui|Faible|8.37
M111|Bio-Lait concentré|Ingrédient|87.84|216|SUPPLIER_41|18147.37|0.38|293.8|Oui|Faible|10.14
M075|Ultra-Arôme enrichi|Produit laitier|304.79|654|SUPPLIER_8|172899.94|0.27|1752.0|Non|Normal|7.55
M182|Bio-Beurre liquide|Produit laitier|514.43|712|SUPPLIER_28|303800.09|0.4|1896.0|Non|Normal|4.16
M151|Eco-Sel concentré|Produit laitier|119.06|646|SUPPLIER_16|83427.44|0.09|2157.0|Oui|Élevé|20.7
M323|Ultra-Sirop en poudre|Produit laitier|358.29|835|SUPPLIER_82|329720.15|0.18|2829.0|Oui|Élevé|10.54
M013|Premium-Crème liquide|Ingrédient|395.26|312|SUPPLIER_12|136820.88|1.23|449.0|Non|Normal|6.94
M012|Super-Arôme naturel|Ingrédient|134.29|832|SUPPLIER_6|101007.31|0.15|1010.7|Non|Élevé|4.53
M026|Super-Fromage enrichi|Ingrédient|123.32|133|SUPPLIER_79|20154.75|0.81|208.7|Oui|Faible|14.7
M263|Bio-Sel concentré|Produit laitier|496.51|751|SUPPLIER_44|382671.16|0.28|2691.0|Oui|Élevé|3.91
M440|Super-Amidon naturel|Ingréo|967.32|55|SUPPLIER_14|4432.85|15.59|1282.95|Non|Critique|16.91
M288|Eco-Crème concentré|Ingrédient|305.11|691|SUPPLIER_6|232515.22|0.39|1027.8|Non|Élevé|3.25
M020|Super-Crème concentré|Produit laitier|337.36|289|SUPPLIER_6|128131.54|0.53|1062.0|Non|Normal|8.14
M156|Ultra-Sel liquide|Produit laitier|226.26|830|SUPPLIER_83|213704.92|0.12|2748.0|Oui|Élevé|6.11
M182|Bio-Lait en poudre|Produit laitier|446.34|595|SUPPLIER_28|312974.13|0.4|1896.0|Non|Normal|4.16
M007|Super-Crème concentré|Produit laitier|240.59|666|SUPPLIER_60|137412.43|0.17|2007.0|Oui|Normal|9.09
M2s|Super-Fromage enrichi|Ingrédient|128.96|352|SUPPLIER_81|38008.08|0.42|827.29|Non|Normal|6.62
M278|Premium-Sel naturel|Produit laitier|356.4|435|SUPPLIER_67|146385.25|0.36|1410.0|Non|Normal|7.77
M400|Ultra-Crème concentré|Ingrédient|356.47|350|SUPPLIER_2|146592.64|0.86|474.4|Non|Normal|12.48
M462|Eco-Chocolat concentré|Ingrédient|61.54|302|SUPPLIER_24|20093.62|0.21|390.2|Oui|Normal|11.44
M041|Ultra-Sucre enrichi|Produit laitier|321.94|552|SUPPLIER_21|144744.39|0.34|1542.0|Non|Normal|4.37
M190|Bio-Sirop concentré|Ingrédient|936.04|419||33599.08|3.07|746.29|Non|Normal|36.62
M227|Super-Sirop concentré|Ingrédient|507.05|902|SUPPLIER_78|445970.71|0.56|963.9|Non|Élevé|11.18
M405|Ultra-Amidon liquide|Ingrédient|270.3|763|SUPPLIER_70|240325.11|0.32|1105.6|Non|Élevé|3.62
M139|Bio-Sirop liquide|Ingrédient|188.48|676|SUPPLIER_83|149354.48|0.25|959.4|Non|Élevé|5.24
M497|Ultra-Arôme en poudre|Ingrédient|486.93|824|SUPPLIER_28|440692.6|0.48|1125.9|Oui|Élevé|6.03
M231|Super-Beurre naturel|Produit laitier|349.0|710|SUPPLIER_65|279942.36|0.22|2517.0|Non|Élevé|5.61
M029|Super-Chocolat en poudre|Produit laitier|487.82|884|SUPPLIER_28|411668.9|0.28|2649.0|Oui|Élevé|4.58
M481|Premium-Arôme concentré|Ingrédient|452.06|283|SUPPLIER_61|140012.45|1.67|346.8|Oui|Faible|13.47
M382|Eco-Lait enrichi|Ingrédient|339.9|705|SUPPLIER_79|216055.77|0.57|771.3|Oui|Normal|5.58
M335|Eco-Chocolat en poudre|Ingrédient|147.74|873|SUPPLIER_83|143609.83|0.14|1092.6|Non|Élevé|11.04
M137|Bio-Sucre enrichi|Produit laitier|341.66|292|SUPPLIER_41|94125.4|0.61|954.0|Oui|Faible|3.87
M4i|Bio-Sel enrichi||1003.03|548||35871.48|1.76|1514.35|Non|Normal|2.13
M120|Eco-Fromage naturel|Ingrédient|68.85|174|SUPPLIER_8|10649.91|0.36|206.4|Non|Faible|25.75
M189|Super-Chocolat enrichi|Produit laitier|462.76|369|SUPPLIER_73|211833.69|0.58|1311.0|Non|Normal|9.51
M163|Bio-Sel en poudre|Ingrédient|328.53|675|SUPPLIER_9|193127.84|0.61|756.9|Oui|Normal|4.23
M372|Ultra-Amidon en poudre|Ingrédient|455.3|1035|SUPPLIER_60|523421.95|0.49|1139.7|Non|Élevé|6.57
M077|Premium-Beurre en poudre|Ingrédient|260.23|879|SUPPLIER_50|218122.97|0.31|983.5|Non|Élevé|6.74
M194|Bio-Chocolat naturel|Ingrédient|149.27|456|SUPPLIER_40|57632.01|0.37|479.7|Non|Normal|8.14
M179|Eco-Arôme enrichi|Produit laitier|413.91|761|SUPPLIER_26|389708.71|0.28|2430.0|Oui|Élevé|10.62
M025|Super-Fromage en poudre|Produit laitier|282.77|119|SUPPLIER_57|38953.34|1.24|408.0|Non|Faible|12.37
M223|Bio-Chocolat naturel|Produit laitier|258.61|257|SUPPLIER_7|84373.82|0.45|1017.0|Oui|Faible|4.17
M055|Premium-Beurre naturel|Ingrédient|388.35|682|SUPPLIER_19|264375.5|0.44|1046.5|Oui|Élevé|3.23
M295|Ultra-Fromage liquide|Produit laitier|288.96|619|SUPPLIER_39|182745.11|0.2|2094.0|Non|Normal|4.74
M040|Ultra-Fromage enrichi|Produit laitier|290.33|347|SUPPLIER_48|115977.02|0.43|1224.0|Oui|Normal|3.86
M344|Premium-Fromage enrichi|Ingrédient|306.24|551|SUPPLIER_13|148617.42|0.66|539.3|Non|Normal|12.16
M202|Bio-Chocolat naturel|Produit laitier|505.65|635|SUPPLIER_72|296536.44|0.35|2019.0|Oui|Normal|9.09
M114|Premium-Amidon liquide|Produit laitier|283.75|232|SUPPLIER_32|73738.52|0.56|846.0|Oui|Faible|5.32
M376|Ultra-Arôme enrichi|Produit laitier|374.92|707|SUPPLIER_12|231024.96|0.29|1989.0|Oui|Normal|20.76
M323|Bio-Lait liquide|Ingrédient|376.57|860|SUPPLIER_48|382235.47|0.41|1061.8|Non|Élevé|11.07
M167|Premium-Sucre liquide|Ingrédient|254.1|781|SUPPLIER_58|241929.7|0.33|991.2|Oui|Élevé|6.73
M005|Super-Arôme en poudre||985.0|525||7016.34|23.99|613.62|Non|Normal|58.97
M468|Super-Lait naturel|Produit laitier|296.63|509|SUPPLIER_8|168676.52|0.3|1740.0|Oui|Normal|2.94
M335|Super-Arôme enrichi|Ingrédient|147.84|942|SUPPLIER_83|136153.53|0.14|1092.6|Non|Élevé|11.04
M491|Bio-Sucre concentré|Ingrédient|153.33|699|SUPPLIER_66|113511.76|0.19|850.6|Oui|Élevé|11.34
M287|Ultra-Sucre enrichi|Ingrédient|177.54|504|SUPPLIER_13|103073.86|0.35|724.2|Oui|Normal|3.92
M491|Super-Lait enrichi|Ingrédient|147.62|768|SUPPLIER_66|105281.88|0.19|850.6|Oui|Élevé|11.34
M356|Eco-Lait liquide|Produit laitier|200.54|141|SUPPLIER_73|31173.36|0.54|564.0|Oui|Faible|8.5
M3e|Super-Fromage en poudre||371.76|529|SUPPLIER_52|2885.51|1.12|1953.84|Non|Normal|3.53
M068|Ultra-Arôme naturel|Ingrédient|345.17|720|SUPPLIER_23|278347.99|0.4|986.4|Oui|Élevé|9.49
M128|Eco-Fromage liquide|Ingrédient|482.86|517|SUPPLIER_49|324996.2|0.77|708.0|Oui|Normal|21.59
M221|Eco-Fromage enrichi||850.49|378||1307.79|9.55|754.12|Non|Normal|12.7
M422|Bio-Sucre enrichi|Ingrédient|440.66|288|SUPPLIER_41|130473.39|1.66|345.1|Oui|Faible|11.89
M011|Super-Amidon liquide|Produit laitier|154.43|615|SUPPLIER_68|104690.94|0.14|1881.0|Oui|Normal|3.35
M493|Bio-Lait enrichi|Ingrédient|195.59|238|SUPPLIER_69|52837.34|0.62|351.7|Non|Faible|11.82
M252|Bio-Chocolat concentré||483.43|109|SUPPLIER_55|35243.09|0.27|2832.0|Non|Critique|6.1
M174|Premium-Sel en poudre|Ingrédient|307.87|801|SUPPLIER_77|294876.52|0.32|1183.7|Oui|Élevé|3.53
M1m|Bio-Arôme liquide|Produitb|392.83|61|SUPPLIER_50|39496.55|2.85|242.3|Non|Critique|14.3
M418|Super-Beurre naturel|Produit laitier|316.7|452|SUPPLIER_31|129814.44|0.34|1410.0|Non|Normal|6.11
M030|Ultra-Sucre naturel|Produit laitier|294.56|233|SUPPLIER_21|58751.86|0.73|681.0|Oui|Faible|7.95
M259|Premium-Beurre concentré|Ingrédient|167.56|229|SUPPLIER_17|33537.69|0.73|351.0|Non|Faible|7.26
M208|Ultra-Arôme en poudre|Ingrédient|314.32|982|SUPPLIER_53|279608.01|0.35|1031.4|Non|Élevé|21.08
M230|Ultra-Chocolat enrichi|Ingrédient|51.91|434|SUPPLIER_6|2402.77|0.17|740.89|Non|Normal|86.62
M253|Bio-Lait concentré|Produit laitier|117.95|738|SUPPLIER_6|87337.53|0.08|2280.0|Non|Élevé|4.68
M4t|Super-Lait en poudre||890.13|532|SUPPLIER_57|1292.32|58.48|629.12|Oui|Normal|70.83
M382|Bio-Sucre naturel|Ingrédient|390.83|550|SUPPLIER_79|214179.06|0.57|771.3|Oui|Normal|5.58
M238|Eco-Beurre concentré|Ingrédient|232.15|822|SUPPLIER_70|187821.27|0.29|959.3|Non|Élevé|3.81
M144|Eco-Beurre en poudre|Produit laitier|136.83|247|SUPPLIER_54|31609.93|0.31|744.0|Non|Faible|10.45
M456|Bio-Amidon en poudre|Ingrédient|279.13|434|SUPPLIER_22|105349.58|0.81|441.4|Oui|Normal|12.67
M274|Eco-Lait concentré|Ingrédient|412.59|552|SUPPLIER_5|274735.71|0.58|764.1|Oui|Normal|21.47
M134|Ultra-Fromage liquide|Produit laitier|301.47|1002|SUPPLIER_20|286116.08|0.17|2733.0|Oui|Élevé|20.55
M186|Super-Sel concentré|Ingrédient|80.11|1010|SUPPLIER_13|66467.27|0.08|1074.5|Oui|Élevé|4.45
M131|Premium-Amidon en poudre|Produit laitier|155.83|370|SUPPLIER_66|59061.03|0.16|1365.0|Non|Normal|11.12
M291|Premium-Chocolat concentré|Ingrédient|361.42|319|SUPPLIER_83|131050.01|0.91|482.4|Oui|Normal|7.6
M3w|Eco-Arôme en poudre||373.54|59||2576.98|1.2|1953.84|Non|Critique|3.53
M495|Premium-Sirop liquide|Produit laitier|84.87|227|SUPPLIER_32|16966.57|0.2|645.0|Non|Faible|8.09
M456|Ultra-Arôme naturel|Ingrédient|337.79|906|SUPPLIER_62|283255.14|0.42|929.4|Oui|Élevé|7.91
M328|Super-Crème en poudre|Produit laitier|475.45|263|SUPPLIER_77|116403.24|0.92|777.0|Non|Faible|10.36
M020|Bio-Chocolat concentré|Produit laitier|371.2|397|SUPPLIER_6|110012.03|0.53|1062.0|Non|Normal|8.14
M146|Super-Lait concentré|Ingrédient|396.67|957|SUPPLIER_2|383306.48|0.45|1036.5|Non|Élevé|11.09
M267|Bio-Chocolat naturel|Ingrédient|264.65|595|SUPPLIER_6|147092.42|0.41|828.7|Non|Normal|3.62
M108|Super-Amidon concentré|Produit laitier|221.57|642|SUPPLIER_73|143578.9|0.17|1920.0|Non|Normal|10.79
M154|Super-Arôme en poudre|Produit laitier|185.25|320|SUPPLIER_65|58899.02|0.27|1134.0|Non|Normal|3.98
M357|Bio-Arôme naturel|Produit laitier|320.88|631|SUPPLIER_32|197904.9|0.24|2025.0|Oui|Normal|5.76
M497|Bio-Sirop concentré|Ingrédient|432.81|1016|SUPPLIER_28|457631.4|0.48|1125.9|Oui|Élevé|6.03
M392|Bio-Sirop enrichi|Produit laitier|423.43|653|SUPPLIER_25|235693.44|0.31|1956.0|Oui|Normal|6.34
M250|Premium-Sirop en poudre|Produit laitier|229.11|549|SUPPLIER_6|153171.86|0.22|1836.0|Oui|Normal|2.89
M053|Ultra-Lait en poudre|Produit laitier|316.23|867|SUPPLIER_66|251269.97|0.21|2355.0|Non|Élevé|7.32
M452|Premium-Sel liquide|Ingrédient|478.24|773|SUPPLIER_76|384211.3|0.64|863.2|Non|Élevé|9.66
M328|Eco-Sirop liquide|Produit laitier|427.95|224|SUPPLIER_77|101882.83|0.92|777.0|Non|Faible|10.36
M346|Premium-Arôme en poudre|Ingrédient|69.62|466|SUPPLIER_2|37357.2|0.13|644.5|Non|Normal|8.5
M007|Super-Beurre enrichi|Ingrédient|70.39|475|SUPPLIER_41|36301.44|0.18|482.5|Oui|Normal|22.35
M207|Premium-Arôme concentré|Produit laitier|382.65|483|SUPPLIER_21|171500.69|0.45|1290.0|Oui|Normal|9.53
M205|Eco-Sirop concentré|Produit laitier|237.92|251|SUPPLIER_28|72488.7|0.44|885.0|Non|Faible|7.36
M4h|Bio-Beurre concentré|Ingrédient|328.35|438|SUPPLIER_61|38584.75|1.14|1414.71|Non|Normal|3.53
M259|Ultra-Beurre en poudre|Ingrédient|160.87|188|SUPPLIER_17|33449.55|0.73|351.0|Non|Faible|7.26
M452|Ultra-Lait naturel|Ingrédient|502.89|744|SUPPLIER_76|368893.45|0.64|863.2|Non|Élevé|9.66
M206|Super-Sucre enrichi|Ingrédient|495.22|270|SUPPLIER_2|143907.87|1.45|438.7|Non|Normal|6.49
M179|Super-Lait enrichi|Ingrédient|123.12|961|SUPPLIER_28|126272.3|0.15|1005.1|Non|Élevé|9.47
M474|Eco-Crème enrichi|Produit laitier|59.67|288|SUPPLIER_25|16426.18|0.1|942.0|Oui|Faible|5.09
M427|Bio-Arôme enrichi|Ingrédient|210.42|602|SUPPLIER_58|133421.28|0.32|786.7|Oui|Normal|5.55
M484|Bio-Lait concentré|Produit laitier|235.35|968|SUPPLIER_75|185889.62|0.12|2754.0|Oui|Élevé|6.11
M426|Premium-Beurre naturel|Ingrédient|226.58|753|SUPPLIER_83|217168.5|0.25|1013.8|Oui|Élevé|21.1
M1f|Eco-Arôme concentré|Produitj|392.5|109|SUPPLIER_21|4941.06|1.24|186.46|Non|Faible|43.29
M480|Premium-Amidon en poudre|Ingrédient|112.27|691|SUPPLIER_73|91805.39|0.16|875.9|Non|Élevé|11.3
M160|Super-Fromage concentré|Ingrédient|121.36|189|SUPPLIER_17|19706.13|0.64|228.0|Non|Faible|15.56
M355|Eco-Sel en poudre|Produit laitier|383.67|906|SUPPLIER_80|333673.59|0.24|2616.0|Non|Élevé|6.14
M246|Eco-Sel naturel|Produit laitier|485.37|628|SUPPLIER_42|255520.98|0.39|1791.0|Oui|Normal|10.85
M2s|Ultra-Lait naturel|Produit laitier|237.54|507||35008.84|0.76|812.29|Non|Normal|7.29
M051|Bio-Beurre en poudre|Ingrédient|257.94|840|SUPPLIER_47|194464.62|0.36|953.8|Non|Élevé|3.82
M263|Bio-Crème liquide|Ingrédient|499.75|859|SUPPLIER_16|336325.5|0.64|847.8|Oui|Élevé|9.69
M4t|Bio-Lait naturel||1028.86|508|SUPPLIER_57|1132.44|58.48|629.12|Oui|Normal|70.83
M405|Eco-Amidon liquide|Produit laitier|108.19|712|SUPPLIER_15|81645.32|0.08|2169.0|Oui|Élevé|10.7
M371|Super-Chocolat enrichi|Ingrédient|329.98|569|SUPPLIER_43|138804.62|0.63|567.9|Oui|Normal|12.04
M036|Eco-Sel en poudre||973.3|370||37628.72|3.07|742.69|Non|Normal|58.84
M066|Bio-Sucre liquide|Ingrédient|198.86|367|SUPPLIER_38|93729.2|0.49|502.3|Non|Normal|22.26
M495|Ultra-Chocolat naturel|Produit laitier|154.2|815|SUPPLIER_30|101235.78|0.1|2241.0|Non|Élevé|7.35
M022|Premium-Chocolat en poudre|Ingrédient|259.41|312|SUPPLIER_49|93593.73|0.86|477.5|Oui|Normal|5.58
M159|Ultra-Sirop enrichi||956.7|510||5300.15|3.07|1400.11|Non|Normal|3.53
M086|Eco-Lait en poudre|Produit laitier|523.81|130|SUPPLIER_17|56950.59|2.17|495.0|Oui|Faible|6.35
M023|Super-Fromage concentré|Ingrédient|195.97|575|SUPPLIER_74|109636.28|0.33|648.2|Non|Normal|11.78
M466|Super-Sirop liquide|Produit laitier|330.97|301|SUPPLIER_49|100614.62|0.66|858.0|Oui|Faible|10.16
M248|Super-Arôme naturel|Ingrédient|252.62|620|SUPPLIER_21|171714.65|0.36|845.7|Oui|Normal|4.79
M213|Eco-Beurre enrichi|Ingrédient|541.45|568|SUPPLIER_40|296652.15|0.87|683.2|Non|Normal|7.3
M210|Eco-Sucre liquide|Produit laitier|484.24|245|SUPPLIER_47|96135.83|0.99|723.0|Non|Faible|7.8
M058|Eco-Chocolat enrichi|Produits|917.98|482|SUPPLIER_67|35408.23|3.07|1953.84|Oui|Normal|3.53
M119|Bio-Lait naturel|Produit laitier|68.6|377||39681.71|0.22|1953.84|Non|Normal|3.53
M110|Bio-Sel concentré|Ingrédient|202.29|253|SUPPLIER_14|47590.14|0.98|254.8|Oui|Faible|24.59
M011|Ultra-Amidon concentré|Ingrédient|103.72|449|SUPPLIER_27|46708.98|0.24|613.9|Non|Normal|4.73
M357|Bio-Sirop liquide|Produit laitier|398.76|132|SUPPLIER_17|62394.21|1.49|594.0|Oui|Faible|5.38
M411|Eco-Lait enrichi|Produit laitier|475.05|139|SUPPLIER_76|67883.74|1.65|540.0|Non|Faible|6.67
M083|Premium-Beurre en poudre|Produit laitier|275.43|340|SUPPLIER_57|97577.1|0.38|1173.0|Non|Normal|5.37
M376|Bio-Amidon enrichi|Produit laitier|349.65|765|SUPPLIER_12|235634.58|0.29|1989.0|Oui|Normal|20.76
M105|Ultra-Beurre en poudre|Ingrédient|276.03|160|SUPPLIER_31|54442.69|1.69|229.6|Oui|Faible|14.02
M078|Super-Beurre liquide|Ingrédient|224.95|125|SUPPLIER_22|23808.64|2.11|178.8|Oui|Faible|14.26
M237|Super-Fromage liquide|Produit laitier|216.42|814|SUPPLIER_79|216664.0|0.11|2976.0|Oui|Élevé|5.51
M053|Ultra-Lait liquide|Ingrédient|287.17|534|SUPPLIER_3|168668.5|0.42|741.1|Non|Normal|9.89
M051|Super-Sirop naturel|Produit laitier|492.51|154|SUPPLIER_36|74337.42|1.52|537.0|Non|Faible|8.14
M234|Super-Chocolat naturel|Ingrédient|200.41|496|SUPPLIER_10|100501.07|0.5|541.8|Non|Normal|7.28
M480|Super-Beurre concentré|Ingrédient|160.83|604|SUPPLIER_23|123176.64|0.23|882.4|Non|Élevé|5.36
M218|Super-Lait enrichi|Ingrédient|288.52|950|SUPPLIER_70|289661.1|0.31|1090.4|Oui|Élevé|11.04
M456|Super-Fromage naturel|Ingrédient|370.5|665|SUPPLIER_63|226653.76|0.52|755.6|Non|Normal|8.21
M290|Eco-Beurre concentré|Produit laitier|151.14|996|SUPPLIER_73|125839.96|0.09|2637.0|Non|Élevé|3.92
M274|Eco-Lait concentré|Produit laitier|522.21|955|SUPPLIER_35|394360.14|0.26|2802.0|Non|Élevé|5.55
M198|Eco-Beurre concentré|Produit laitier|170.99|732|SUPPLIER_65|136871.22|0.1|2394.0|Oui|Élevé|7.31
M053|Ultra-Fromage liquide|Ingrédient|295.6|617|SUPPLIER_3|187310.17|0.42|741.1|Non|Normal|9.89
M285|Bio-Chocolat en poudre|Produit laitier|339.73|929|SUPPLIER_83|314673.25|0.2|2850.0|Non|Élevé|4.54
M295|Premium-Sel liquide|Produit laitier|431.29|856|SUPPLIER_79|351113.57|0.29|2373.0|Oui|Élevé|8.98
M455|Super-Chocolat concentré|Produit laitier|121.0|844|SUPPLIER_34|123559.86|0.07|2856.0|Oui|Élevé|3.05
M246|Eco-Arôme naturel|Produit laitier|421.11|669|SUPPLIER_42|253161.21|0.39|1791.0|Oui|Normal|10.85
M378|Bio-Lait liquide|Produit laitier|79.48|552|SUPPLIER_79|36704.94|0.08|1485.0|Non|Normal|6.05
M069|Ultra-Sirop enrichi|Ingrédient|97.89|457|SUPPLIER_10|38455.03|0.24|460.6|Oui|Normal|10.92
M158|Bio-Lait liquide|Ingrédient|255.88|595|SUPPLIER_7|124951.58|0.47|731.9|Oui|Normal|3.89
M287|Premium-Sucre liquide|Produit laitier|323.0|138|SUPPLIER_5|39459.83|1.16|513.0|Non|Faible|6.32
M248|Bio-Chocolat liquide|Ingrédient|255.2|559|SUPPLIER_21|177080.89|0.36|845.7|Oui|Normal|4.79
M377|Bio-Sel naturel|Ingrédient|250.65|1042|SUPPLIER_29|237946.49|0.29|1076.4|Oui|Élevé|6.08
M448|Premium-Sucre liquide|Produit laitier|237.93|798|SUPPLIER_51|213720.23|0.14|2598.0|Non|Élevé|6.15
M204|Eco-Arôme naturel||854.18|691||33140.74|3.07|1953.84|Non|Normal|3.53
M224|Ultra-Sel naturel|Produit laitier|82.28|412|SUPPLIER_54|32096.68|0.09|1377.0|Oui|Normal|6.69
M108|Ultra-Beurre enrichi|Ingrédient|429.64|363|SUPPLIER_35|184857.2|1.11|591.1|Non|Normal|4.49
M093|Premium-Fromage liquide||933.96|410||39422.24|3.07|1953.84|Non|Normal|3.53
M442|Eco-Sucre naturel|Produit laitier|203.31|887|SUPPLIER_82|161950.65|0.13|2379.0|Non|Élevé|3.16
M249|Premium-Beurre en poudre|Ingrédient|239.99|131|SUPPLIER_21|29042.59|1.72|155.8|Oui|Faible|27.81
M068|Premium-Chocolat concentré|Ingrédient|324.64|989|SUPPLIER_23|301748.61|0.4|986.4|Oui|Élevé|9.49
M433|Premium-Crème concentré|Ingrédient|438.04|121|SUPPLIER_14|57508.61|3.86|174.8|Oui|Faible|15.14
M213|Premium-Sel enrichi|Ingrédient|546.95|484|SUPPLIER_40|293206.18|0.87|683.2|Non|Normal|7.3
M287|Ultra-Sirop naturel||968.87|381||38261.91|3.07|1953.84|Non|Normal|3.53
M131|Super-Fromage concentré|Ingrédient|158.24|676|SUPPLIER_9|78849.36|0.25|755.8|Oui|Normal|4.23
M2l|Ultra-Sirop concentré|Produitn|285.34|493||37153.83|1.02|1936.67|Non|Normal|3.95
M275|Bio-Arôme enrichi|Produit laitier|316.61|185|SUPPLIER_20|46400.55|0.83|675.0|Non|Faible|4.86
M299|Ultra-Crème liquide|Ingrédient|441.49|810|SUPPLIER_29|351758.92|0.58|886.7|Oui|Élevé|6.88
M228|Premium-Beurre en poudre|Ingrédient|201.78|839|SUPPLIER_15|163645.94|0.22|1082.5|Oui|Élevé|3.64
M166|Premium-Fromage liquide|Ingrédient|178.82|436|SUPPLIER_65|78241.65|0.45|572.1|Oui|Normal|4.93
M311|Eco-Chocolat liquide|Produit laitier|391.09|997|SUPPLIER_51|359512.24|0.19|3069.0|Oui|Élevé|3.84
M096|Super-Amidon en poudre|Produit laitier|130.52|117|SUPPLIER_2|15606.05|0.55|507.0|Non|Faible|6.2
M391|Bio-Beurre en poudre|Ingrédient|406.39|620|SUPPLIER_52|222881.93|0.76|619.6|Non|Normal|11.87
M3v|Super-Sucre enrichi|Ingrédient|50.23|450||36126.95|0.18|740.89|Non|Normal|86.62
M493|Bio-Sirop concentré|Ingrédient|407.89|197|SUPPLIER_45|87538.08|1.87|283.5|Non|Faible|12.78
M317|Eco-Sucre naturel|Produit laitier|139.59|309|SUPPLIER_17|41178.35|0.19|1038.0|Non|Normal|11.49
M083|Super-Fromage naturel|Ingrédient|525.01|409|SUPPLIER_44|173895.95|1.23|464.5|Non|Normal|12.53
M381|Eco-Crème naturel|Produit laitier|403.54|542|SUPPLIER_70|218924.76|0.41|1614.0|Non|Normal|10.95
M373|Ultra-Amidon enrichi|Produity|374.65|23|SUPPLIER_22|92842.25|0.66|2074.67|Non|Critique|2.08
M068|Premium-Fromage naturel|Produit laitier|199.12|741|SUPPLIER_73|159186.42|0.13|2304.0|Oui|Élevé|5.67
M227|Ultra-Crème naturel|Ingrédient|278.43|882|SUPPLIER_10|295518.94|0.3|1097.0|Oui|Élevé|11.03
M342|Ultra-Beurre concentré|Ingrédient|215.61|882|SUPPLIER_66|155333.84|0.24|952.1|Oui|Élevé|6.23
M249|Ultra-Amidon en poudre|Produit laitier|211.37|744|SUPPLIER_69|141724.56|0.14|2166.0|Non|Élevé|7.37
M016|Ultra-Chocolat naturel|Produit laitier|259.66|201|SUPPLIER_35|65105.48|0.61|738.0|Oui|Faible|12.12
M006|Bio-Amidon liquide|Ingrédient|177.05|326|SUPPLIER_40|62935.91|0.57|423.6|Oui|Normal|8.53
M146|Bio-Sucre liquide|Ingrédient|369.06|1080|SUPPLIER_2|407903.79|0.45|1036.5|Non|Élevé|11.09
M192|Ultra-Crème en poudre|Produit laitier|254.28|865|SUPPLIER_49|190651.5|0.17|2433.0|Non|Élevé|6.19
M350|Eco-Amidon liquide|Ingrédient|401.06|842|SUPPLIER_40|261500.47|0.53|933.2|Non|Élevé|3.4
M278|Ultra-Fromage liquide|Ingrédient|218.48|603|SUPPLIER_48|113667.27|0.34|690.9|Oui|Normal|7.28
M358|Eco-Arôme liquide|Ingrédient|489.43|891|SUPPLIER_66|442378.79|0.49|1167.5|Non|Élevé|3.08
M062|Bio-Amidon liquide|Produit laitier|417.65|360|SUPPLIER_64|170646.19|0.63|1143.0|Non|Normal|11.35
M372|Eco-Sirop en poudre|Ingrédient|516.81|1007|SUPPLIER_60|474782.09|0.49|1139.7|Non|Élevé|6.57
M259|Bio-Chocolat en poudre|Ingrédient|164.61|967|SUPPLIER_63|129033.99|0.19|951.0|Oui|Élevé|6.23
M3v|Ultra-Sucre en poudre|Ingrédient|57.64|497||41085.28|0.18|740.89|Non|Normal|86.62
M176|Super-Arôme en poudre|Produit laitier|425.97|170|SUPPLIER_15|72432.82|1.07|624.0|Oui|Faible|8.19
M291|Bio-Lait concentré|Produit laitier|216.33|946|SUPPLIER_12|193822.26|0.13|2748.0|Oui|Élevé|6.11
