Equipment_ID,Equipment_Name,Category,Maintenance_Cycle,Location,Manufacturer,CO2_Emissions_kg,Energy_Consumption_kWh,Energy_Type,Maintenance_Frequency,Estimated_Lifetime_Years
E7163,Chauffe-Eau Industriel,Mélange,Annuel,Usine Gabès,RoboPack Inc.,876.99,3687.54,Gaz Naturel,Trimestriel,17
E3118,Convoyeur,Conditionnement,Trimestriel,Usine Cenk,AgroTeq,655.43,2391.5,Électrique,Bimensuel,24
E5556,Système de Pesée,Nettoyage,Trimestriel,Atelier Principal,CleanTech Solutions,297.62,3332.83,Fioul,Trimestriel,8
E8658,Convoyeur,Stockage,Mensuel,Usine Cenk,CleanTech Solutions,507.52,2004.44,Gaz Naturel,Mensuel,9
E4549,Robot Emballeur,Conditionnement,Annuel,Usine Sousse,PackEquip SARL,467.54,3545.82,Électrique,Annuel,13
E8980,Système de Pesée,Conditionnement,Bimensuel,Usine Sousse,AgroTeq,514.07,4349.05,Électrique,Annuel,25
E1284,Robot Emballeur,Conditionnement,Trimestriel,Usine Gabès,CleanTech Solutions,847.56,1861.58,Électrique,Trimestriel,16
E3482,Cuve de Stockage,Embouteillage,Bimensuel,Usine Sousse,RoboPack Inc.,674.85,4432.55,Solaire,Bimensuel,5
E5322,Robot Emballeur,Mélange,Bimensuel,Usine Tunis,RoboPack Inc.,200.06,2284.32,Fioul,Mensuel,22
E3240,Convoyeur,Nettoyage,Trimestriel,Usine Gabès,AgroTeq,979.68,1641.46,Électrique,Mensuel,22
E5176,Système de Pesée,Mélange,Trimestriel,Usine Tunis,RoboPack Inc.,558.8,2214.53,Électrique,Annuel,23
E8770,Cuve de Stockage,Nettoyage,Bimensuel,Usine Sousse,PackEquip SARL,409.67,1722.04,Électrique,Annuel,21
E4873,Machine de Conditionnement,Mélange,Trimestriel,Usine Cenk,PackEquip SARL,574.2,4269.63,Gaz Naturel,Trimestriel,15
E1225,Convoyeur,Mélange,Trimestriel,Usine Cenk,PackEquip SARL,539.67,1764.82,Solaire,Trimestriel,7
E5726,Système de Pesée,Mélange,Mensuel,Usine Tunis,AgroTeq,156.7,4786.17,Électrique,Annuel,8
E6469,Système de Pesée,Stockage,Trimestriel,Usine Cenk,PackEquip SARL,133.12,3990.01,Électrique,Annuel,5
E1518,Machine de Conditionnement,Mélange,Annuel,Usine Tunis,CleanTech Solutions,257.35,1217.58,Électrique,Mensuel,20
E4781,Mélangeur Industriel,Mélange,Annuel,Atelier Principal,AgroTech Inc.,122.49,4712.06,Gaz Naturel,Trimestriel,7
E9327,Robot Emballeur,Embouteillage,Bimensuel,Usine Sousse,RoboPack Inc.,460.02,1273.62,Fioul,Bimensuel,25
E2210,Robot Emballeur,Embouteillage,Annuel,Usine Gabès,AgroTech Inc.,248.31,1564.36,Gaz Naturel,Annuel,8
E3276,Convoyeur,Mélange,Trimestriel,Usine Tunis,PackEquip SARL,370.35,1521.41,Gaz Naturel,Annuel,20
E9267,Machine de Conditionnement,Conditionnement,Annuel,Usine Sousse,AgroTech Inc.,160.52,3504.31,Solaire,Mensuel,7
E2285,Chauffe-Eau Industriel,Nettoyage,Bimensuel,Usine Sousse,PackEquip SARL,239.64,2881.63,Gaz Naturel,Annuel,15
E4526,Convoyeur,Nettoyage,Mensuel,Usine Gabès,RoboPack Inc.,202.82,4557.41,Solaire,Annuel,25
E7060,Robot Emballeur,Mélange,Bimensuel,Usine Cenk,RoboPack Inc.,189.75,1826.16,Gaz Naturel,Bimensuel,19
E2759,Mélangeur Industriel,Conditionnement,Trimestriel,Usine Sousse,RoboPack Inc.,255.23,4098.91,Fioul,Annuel,16
E5543,Cuve de Stockage,Embouteillage,Bimensuel,Usine Tunis,CleanTech Solutions,363.04,3295.07,Gaz Naturel,Mensuel,17
E3689,Mélangeur Industriel,Embouteillage,Trimestriel,Usine Gabès,PackEquip SARL,863.72,2176.03,Solaire,Mensuel,13
E2273,Cuve de Stockage,Nettoyage,Mensuel,Usine Tunis,AgroTeq,576.87,3122.82,Gaz Naturel,Annuel,10
E3490,Machine de Conditionnement,Conditionnement,Trimestriel,Usine Sousse,AgroTeq,915.42,1137.75,Solaire,Trimestriel,6
E1269,Cuve de Stockage,Nettoyage,Bimensuel,Atelier Principal,PackEquip SARL,933.42,2300.48,Fioul,Mensuel,20
E3063,Robot Emballeur,Conditionnement,Trimestriel,Atelier Principal,RoboPack Inc.,395.9,2852.86,Électrique,Trimestriel,23
E6893,Convoyeur,Nettoyage,Mensuel,Usine Sousse,AgroTech Inc.,866.33,3896.68,Fioul,Bimensuel,18
E8279,Cuve de Stockage,Embouteillage,Trimestriel,Usine Sousse,CleanTech Solutions,846.13,1258.6,Fioul,Bimensuel,17
E4093,Robot Emballeur,Stockage,Annuel,Atelier Principal,CleanTech Solutions,642.97,1090.83,Gaz Naturel,Bimensuel,19
E4135,Système de Pesée,Stockage,Annuel,Usine Cenk,CleanTech Solutions,870.04,4885.24,Gaz Naturel,Annuel,19
E8347,Compresseur d'Air,Mélange,Trimestriel,Usine Gabès,PackEquip SARL,730.59,3264.75,Électrique,Trimestriel,18
E7882,Mélangeur Industriel,Embouteillage,Bimensuel,Usine Sousse,AgroTech Inc.,438.17,2017.31,Gaz Naturel,Bimensuel,12
E7073,Compresseur d'Air,Conditionnement,Trimestriel,Usine Gabès,AgroTech Inc.,237.58,2641.02,Fioul,Trimestriel,9
E6634,Système de Pesée,Conditionnement,Trimestriel,Usine Sousse,CleanTech Solutions,932.83,4190.79,Gaz Naturel,Trimestriel,12
E9932,Système de Pesée,Nettoyage,Annuel,Atelier Principal,PackEquip SARL,113.27,2653.78,Électrique,Mensuel,21
E5496,Robot Emballeur,Embouteillage,Annuel,Usine Cenk,AgroTeq,839.67,1453.17,Électrique,Bimensuel,22
E4868,Chauffe-Eau Industriel,Nettoyage,Trimestriel,Usine Tunis,RoboPack Inc.,201.37,1858.56,Gaz Naturel,Mensuel,14
E7765,Mélangeur Industriel,Nettoyage,Annuel,Usine Cenk,AgroTeq,446.98,4800.79,Solaire,Mensuel,15
E6571,Compresseur d'Air,Embouteillage,Annuel,Usine Tunis,RoboPack Inc.,649.64,3288.44,Gaz Naturel,Mensuel,13
E9489,Convoyeur,Nettoyage,Trimestriel,Usine Tunis,RoboPack Inc.,658.32,1058.48,Fioul,Mensuel,6
E8859,Chauffe-Eau Industriel,Embouteillage,Mensuel,Usine Cenk,CleanTech Solutions,694.5,1363.52,Gaz Naturel,Bimensuel,21
E3421,Cuve de Stockage,Nettoyage,Mensuel,Atelier Principal,CleanTech Solutions,159.06,3858.77,Solaire,Mensuel,12
E4653,Cuve de Stockage,Mélange,Mensuel,Usine Cenk,AgroTech Inc.,421.06,3195.43,Gaz Naturel,Trimestriel,8
E9014,Compresseur d'Air,Conditionnement,Trimestriel,Usine Gabès,RoboPack Inc.,862.17,3386.11,Électrique,Trimestriel,24
E4723,Cuve de Stockage,Stockage,Trimestriel,Usine Sousse,RoboPack Inc.,418.01,1763.61,Électrique,Annuel,22
E1501,Système de Pesée,Nettoyage,Mensuel,Usine Sousse,AgroTeq,363.93,1476.63,Solaire,Mensuel,6
E1975,Mélangeur Industriel,Conditionnement,Mensuel,Atelier Principal,PackEquip SARL,760.75,3356.17,Électrique,Mensuel,14
E1208,Machine de Conditionnement,Conditionnement,Annuel,Atelier Principal,RoboPack Inc.,827.13,4253.04,Solaire,Mensuel,17
E3947,Système de Pesée,Nettoyage,Bimensuel,Atelier Principal,AgroTech Inc.,710.15,1320.94,Électrique,Mensuel,15
E8966,Système de Pesée,Mélange,Mensuel,Atelier Principal,RoboPack Inc.,777.65,4214.82,Électrique,Mensuel,9
E1051,Système de Pesée,Mélange,Trimestriel,Usine Cenk,PackEquip SARL,129.26,3254.34,Solaire,Annuel,7
E5019,Compresseur d'Air,Stockage,Mensuel,Atelier Principal,PackEquip SARL,243.13,4417.95,Gaz Naturel,Bimensuel,9
E1785,Cuve de Stockage,Conditionnement,Annuel,Usine Cenk,PackEquip SARL,653.07,4613.37,Fioul,Bimensuel,18
E9890,Robot Emballeur,Nettoyage,Annuel,Atelier Principal,PackEquip SARL,680.13,4874.42,Solaire,Mensuel,5
E6899,Système de Pesée,Embouteillage,Trimestriel,Usine Cenk,PackEquip SARL,406.83,1912.94,Solaire,Trimestriel,21
E3534,Cuve de Stockage,Conditionnement,Mensuel,Usine Tunis,PackEquip SARL,727.74,1081.13,Électrique,Mensuel,17
E6879,Système de Pesée,Conditionnement,Bimensuel,Usine Sousse,AgroTeq,734.35,1019.99,Électrique,Mensuel,11
E2933,Système de Pesée,Embouteillage,Mensuel,Usine Sousse,AgroTeq,264.81,3564.24,Solaire,Trimestriel,22
E3503,Compresseur d'Air,Conditionnement,Mensuel,Usine Sousse,AgroTeq,549.48,4932.81,Électrique,Bimensuel,14
E4297,Compresseur d'Air,Nettoyage,Annuel,Usine Tunis,RoboPack Inc.,994.56,1654.67,Solaire,Annuel,17
E8393,Cuve de Stockage,Embouteillage,Annuel,Usine Tunis,AgroTeq,491.64,4159.53,Gaz Naturel,Bimensuel,22
E9937,Mélangeur Industriel,Nettoyage,Mensuel,Usine Cenk,AgroTeq,834.6,4076.56,Solaire,Annuel,18
E8804,Chauffe-Eau Industriel,Nettoyage,Mensuel,Usine Cenk,PackEquip SARL,619.69,3227.54,Gaz Naturel,Bimensuel,5
E3567,Mélangeur Industriel,Mélange,Mensuel,Usine Sousse,AgroTeq,503.85,3922.11,Solaire,Trimestriel,6
E6891,Robot Emballeur,Stockage,Trimestriel,Atelier Principal,AgroTech Inc.,775.34,2446.63,Fioul,Mensuel,23
E9798,Machine de Conditionnement,Nettoyage,Annuel,Usine Sousse,AgroTeq,981.0,1972.11,Fioul,Bimensuel,25
E2403,Mélangeur Industriel,Conditionnement,Mensuel,Usine Gabès,AgroTech Inc.,195.67,4024.62,Gaz Naturel,Mensuel,15
E5103,Mélangeur Industriel,Nettoyage,Trimestriel,Usine Cenk,RoboPack Inc.,539.22,3107.85,Électrique,Trimestriel,23
E5818,Chauffe-Eau Industriel,Nettoyage,Trimestriel,Usine Tunis,CleanTech Solutions,298.87,3284.77,Fioul,Trimestriel,21
E4533,Machine de Conditionnement,Nettoyage,Trimestriel,Usine Gabès,AgroTech Inc.,689.81,2878.88,Gaz Naturel,Mensuel,13
E7233,Système de Pesée,Nettoyage,Trimestriel,Usine Sousse,AgroTech Inc.,746.44,1532.35,Solaire,Bimensuel,19
E2396,Chauffe-Eau Industriel,Nettoyage,Trimestriel,Usine Cenk,CleanTech Solutions,598.12,4448.37,Solaire,Mensuel,20
E9558,Mélangeur Industriel,Embouteillage,Mensuel,Usine Sousse,RoboPack Inc.,373.27,2711.94,Électrique,Mensuel,15
E3447,Machine de Conditionnement,Mélange,Bimensuel,Usine Cenk,AgroTeq,224.0,2049.8,Fioul,Annuel,14
E6348,Convoyeur,Stockage,Trimestriel,Usine Tunis,CleanTech Solutions,721.78,1292.4,Électrique,Annuel,12
E5859,Convoyeur,Mélange,Bimensuel,Usine Tunis,PackEquip SARL,121.65,3904.78,Solaire,Annuel,12
E6610,Machine de Conditionnement,Conditionnement,Annuel,Usine Gabès,CleanTech Solutions,729.92,2353.65,Solaire,Annuel,11
E4222,Chauffe-Eau Industriel,Embouteillage,Annuel,Usine Gabès,PackEquip SARL,180.12,4155.22,Électrique,Annuel,23
E9646,Robot Emballeur,Conditionnement,Trimestriel,Usine Tunis,AgroTech Inc.,676.04,1060.73,Solaire,Annuel,25
E4722,Mélangeur Industriel,Embouteillage,Mensuel,Usine Tunis,CleanTech Solutions,311.51,2118.42,Solaire,Trimestriel,8
E4713,Convoyeur,Embouteillage,Bimensuel,Usine Tunis,CleanTech Solutions,535.45,2213.35,Fioul,Annuel,5
E1913,Chauffe-Eau Industriel,Mélange,Bimensuel,Usine Gabès,AgroTeq,473.77,3931.39,Solaire,Annuel,24
E4589,Machine de Conditionnement,Nettoyage,Annuel,Usine Gabès,PackEquip SARL,108.07,4833.18,Électrique,Trimestriel,9
E5751,Chauffe-Eau Industriel,Conditionnement,Trimestriel,Usine Gabès,RoboPack Inc.,884.71,4305.14,Électrique,Trimestriel,5
E5777,Chauffe-Eau Industriel,Nettoyage,Mensuel,Usine Gabès,AgroTech Inc.,569.24,3937.91,Électrique,Trimestriel,16
E3065,Machine de Conditionnement,Mélange,Bimensuel,Usine Gabès,AgroTeq,850.87,1714.3,Solaire,Mensuel,13
E5953,Système de Pesée,Stockage,Trimestriel,Atelier Principal,CleanTech Solutions,317.43,2318.52,Solaire,Annuel,5
E4383,Système de Pesée,Stockage,Annuel,Usine Gabès,CleanTech Solutions,763.86,3363.71,Gaz Naturel,Bimensuel,22
E8030,Convoyeur,Nettoyage,Bimensuel,Usine Sousse,AgroTeq,329.97,2894.7,Gaz Naturel,Mensuel,22
E1315,Machine de Conditionnement,Conditionnement,Trimestriel,Atelier Principal,AgroTeq,854.86,1107.39,Fioul,Annuel,19
E2896,Machine de Conditionnement,Embouteillage,Annuel,Usine Tunis,AgroTeq,610.75,3172.11,Gaz Naturel,Annuel,13
E4610,Machine de Conditionnement,Mélange,Trimestriel,Usine Sousse,AgroTech Inc.,978.42,2022.05,Fioul,Bimensuel,11
E5928,Système de Pesée,Stockage,Bimensuel,Atelier Principal,PackEquip SARL,573.77,4615.15,Gaz Naturel,Mensuel,5
E4464,Convoyeur,Nettoyage,Mensuel,Usine Sousse,AgroTech Inc.,168.09,1938.23,Fioul,Trimestriel,19
E4857,Convoyeur,Conditionnement,Mensuel,Usine Gabès,CleanTech Solutions,400.49,3898.54,Gaz Naturel,Trimestriel,13
E4863,Convoyeur,Mélange,Annuel,Usine Gabès,AgroTeq,655.27,1374.13,Fioul,Bimensuel,19
E3884,Chauffe-Eau Industriel,Stockage,Mensuel,Usine Cenk,PackEquip SARL,146.99,4040.59,Gaz Naturel,Bimensuel,14
E8582,Convoyeur,Nettoyage,Annuel,Usine Sousse,RoboPack Inc.,134.3,4176.41,Gaz Naturel,Trimestriel,18
E2801,Robot Emballeur,Embouteillage,Mensuel,Usine Cenk,CleanTech Solutions,854.93,3174.65,Électrique,Mensuel,18
E7400,Convoyeur,Conditionnement,Trimestriel,Usine Gabès,PackEquip SARL,601.33,3756.91,Fioul,Annuel,9
E7740,Cuve de Stockage,Nettoyage,Annuel,Usine Tunis,AgroTech Inc.,520.37,2269.12,Gaz Naturel,Mensuel,5
E8983,Convoyeur,Stockage,Mensuel,Usine Sousse,AgroTech Inc.,352.48,3541.75,Gaz Naturel,Mensuel,23
E4397,Compresseur d'Air,Stockage,Mensuel,Usine Cenk,PackEquip SARL,630.09,4728.37,Électrique,Mensuel,24
E3487,Cuve de Stockage,Stockage,Annuel,Usine Tunis,PackEquip SARL,984.61,3226.64,Électrique,Annuel,24
E6378,Machine de Conditionnement,Stockage,Bimensuel,Usine Tunis,AgroTeq,788.37,1354.27,Électrique,Bimensuel,9
E5356,Machine de Conditionnement,Nettoyage,Bimensuel,Usine Gabès,RoboPack Inc.,133.35,3032.55,Gaz Naturel,Annuel,17
E1639,Système de Pesée,Mélange,Mensuel,Atelier Principal,CleanTech Solutions,762.12,3263.85,Gaz Naturel,Trimestriel,19
E3053,Mélangeur Industriel,Embouteillage,Bimensuel,Usine Sousse,PackEquip SARL,645.04,1662.09,Fioul,Trimestriel,13
E4835,Chauffe-Eau Industriel,Embouteillage,Trimestriel,Usine Sousse,AgroTech Inc.,702.55,4502.53,Fioul,Annuel,25
E2002,Compresseur d'Air,Nettoyage,Bimensuel,Usine Gabès,AgroTeq,585.16,2244.2,Gaz Naturel,Mensuel,14
E1729,Mélangeur Industriel,Conditionnement,Mensuel,Usine Sousse,PackEquip SARL,582.78,1265.21,Électrique,Bimensuel,11
E6565,Chauffe-Eau Industriel,Mélange,Trimestriel,Usine Gabès,RoboPack Inc.,674.06,1365.37,Fioul,Trimestriel,13
E6944,Mélangeur Industriel,Mélange,Bimensuel,Usine Tunis,AgroTech Inc.,104.98,4698.63,Solaire,Annuel,19
E9115,Compresseur d'Air,Conditionnement,Bimensuel,Usine Tunis,AgroTech Inc.,944.95,4756.18,Fioul,Trimestriel,18
E4067,Convoyeur,Conditionnement,Bimensuel,Atelier Principal,AgroTeq,883.83,2199.3,Électrique,Annuel,25
E6391,Robot Emballeur,Stockage,Bimensuel,Usine Cenk,AgroTech Inc.,838.72,4018.84,Solaire,Mensuel,10
E1762,Convoyeur,Mélange,Bimensuel,Usine Sousse,AgroTech Inc.,751.78,1088.26,Gaz Naturel,Annuel,8
E9641,Système de Pesée,Stockage,Trimestriel,Atelier Principal,CleanTech Solutions,306.94,4028.12,Électrique,Trimestriel,22
E1777,Mélangeur Industriel,Stockage,Trimestriel,Usine Cenk,AgroTech Inc.,761.22,1391.94,Solaire,Annuel,6
E5739,Robot Emballeur,Stockage,Trimestriel,Usine Tunis,AgroTeq,508.76,2924.36,Gaz Naturel,Annuel,5
E3657,Robot Emballeur,Conditionnement,Mensuel,Usine Cenk,AgroTech Inc.,615.02,1697.61,Électrique,Annuel,11
E9664,Machine de Conditionnement,Nettoyage,Annuel,Usine Sousse,AgroTech Inc.,452.6,3490.42,Fioul,Bimensuel,25
E9974,Convoyeur,Stockage,Trimestriel,Atelier Principal,AgroTeq,708.51,2220.81,Fioul,Bimensuel,24
E8297,Compresseur d'Air,Embouteillage,Mensuel,Usine Tunis,AgroTech Inc.,709.25,2568.27,Gaz Naturel,Annuel,21
E2600,Système de Pesée,Nettoyage,Bimensuel,Atelier Principal,AgroTech Inc.,807.05,2704.8,Solaire,Bimensuel,9
E8612,Système de Pesée,Mélange,Annuel,Atelier Principal,AgroTech Inc.,257.91,3994.04,Électrique,Annuel,16
E2838,Compresseur d'Air,Stockage,Bimensuel,Usine Cenk,CleanTech Solutions,955.27,3591.01,Fioul,Trimestriel,17
E1282,Mélangeur Industriel,Mélange,Bimensuel,Usine Tunis,PackEquip SARL,154.65,2029.95,Fioul,Trimestriel,14
E7367,Compresseur d'Air,Embouteillage,Annuel,Usine Tunis,AgroTeq,784.91,3870.49,Fioul,Trimestriel,11
E8387,Cuve de Stockage,Stockage,Mensuel,Usine Gabès,AgroTeq,902.77,4857.79,Fioul,Mensuel,17
E9055,Système de Pesée,Mélange,Trimestriel,Usine Sousse,CleanTech Solutions,667.29,1268.61,Fioul,Annuel,8
E5070,Robot Emballeur,Stockage,Bimensuel,Atelier Principal,AgroTech Inc.,102.83,2702.12,Solaire,Trimestriel,10
E9091,Compresseur d'Air,Mélange,Annuel,Usine Sousse,RoboPack Inc.,524.49,1595.88,Fioul,Bimensuel,18
E1480,Cuve de Stockage,Conditionnement,Mensuel,Usine Gabès,AgroTech Inc.,393.52,3215.47,Électrique,Annuel,12
E2373,Robot Emballeur,Conditionnement,Trimestriel,Usine Cenk,CleanTech Solutions,210.91,4740.16,Solaire,Bimensuel,18
E7457,Machine de Conditionnement,Mélange,Annuel,Usine Tunis,AgroTeq,109.49,1666.79,Gaz Naturel,Mensuel,13
E6404,Machine de Conditionnement,Nettoyage,Trimestriel,Atelier Principal,RoboPack Inc.,196.47,4041.04,Gaz Naturel,Mensuel,23
E2973,Chauffe-Eau Industriel,Mélange,Bimensuel,Usine Cenk,RoboPack Inc.,656.76,3916.18,Fioul,Trimestriel,17
E9199,Chauffe-Eau Industriel,Mélange,Bimensuel,Usine Gabès,PackEquip SARL,440.28,4282.86,Fioul,Mensuel,12
E7895,Compresseur d'Air,Embouteillage,Bimensuel,Atelier Principal,AgroTech Inc.,289.46,3621.95,Gaz Naturel,Mensuel,24
E8255,Convoyeur,Conditionnement,Annuel,Atelier Principal,RoboPack Inc.,249.64,2880.91,Solaire,Trimestriel,19
E4910,Compresseur d'Air,Embouteillage,Mensuel,Usine Tunis,PackEquip SARL,650.23,3965.87,Gaz Naturel,Bimensuel,20
E8481,Cuve de Stockage,Mélange,Mensuel,Usine Gabès,RoboPack Inc.,943.05,1456.46,Gaz Naturel,Annuel,8
E3017,Mélangeur Industriel,Mélange,Annuel,Usine Gabès,AgroTech Inc.,949.97,4234.2,Solaire,Mensuel,10
E3338,Convoyeur,Mélange,Annuel,Usine Cenk,AgroTech Inc.,443.8,3367.82,Gaz Naturel,Trimestriel,8
E2862,Cuve de Stockage,Nettoyage,Annuel,Usine Gabès,CleanTech Solutions,270.55,2580.31,Électrique,Bimensuel,7
E6411,Chauffe-Eau Industriel,Stockage,Mensuel,Usine Gabès,CleanTech Solutions,617.19,2745.77,Électrique,Trimestriel,23
E9411,Cuve de Stockage,Conditionnement,Trimestriel,Usine Sousse,CleanTech Solutions,354.36,4922.77,Fioul,Trimestriel,15
E9474,Cuve de Stockage,Mélange,Annuel,Usine Sousse,CleanTech Solutions,967.27,3021.36,Fioul,Trimestriel,10
E9827,Compresseur d'Air,Nettoyage,Annuel,Usine Gabès,CleanTech Solutions,220.1,4472.2,Fioul,Mensuel,16
E1222,Mélangeur Industriel,Embouteillage,Annuel,Usine Gabès,AgroTech Inc.,989.89,1820.46,Solaire,Mensuel,5
E3311,Cuve de Stockage,Conditionnement,Mensuel,Usine Cenk,AgroTech Inc.,442.18,4763.51,Gaz Naturel,Bimensuel,25
E4342,Système de Pesée,Stockage,Bimensuel,Usine Tunis,PackEquip SARL,655.18,4720.04,Électrique,Annuel,15
E6136,Robot Emballeur,Mélange,Mensuel,Atelier Principal,AgroTeq,101.22,4837.26,Solaire,Bimensuel,23
E7612,Mélangeur Industriel,Embouteillage,Trimestriel,Usine Gabès,AgroTech Inc.,946.66,2845.56,Fioul,Annuel,18
E5775,Convoyeur,Nettoyage,Annuel,Atelier Principal,CleanTech Solutions,373.87,1514.15,Électrique,Trimestriel,7
E1378,Système de Pesée,Stockage,Bimensuel,Atelier Principal,CleanTech Solutions,674.11,3337.59,Fioul,Trimestriel,16
E3814,Mélangeur Industriel,Nettoyage,Trimestriel,Usine Cenk,AgroTeq,649.72,1905.29,Solaire,Trimestriel,13
E5146,Chauffe-Eau Industriel,Conditionnement,Trimestriel,Atelier Principal,RoboPack Inc.,127.0,2467.35,Gaz Naturel,Trimestriel,20
E5244,Mélangeur Industriel,Stockage,Bimensuel,Usine Cenk,AgroTeq,237.1,3868.86,Gaz Naturel,Mensuel,18
E5040,Convoyeur,Stockage,Annuel,Usine Cenk,AgroTeq,663.35,4694.87,Solaire,Annuel,15
E5523,Mélangeur Industriel,Stockage,Annuel,Atelier Principal,AgroTeq,204.83,4975.65,Fioul,Mensuel,24
E5514,Chauffe-Eau Industriel,Nettoyage,Trimestriel,Usine Tunis,RoboPack Inc.,120.52,2368.14,Électrique,Annuel,11
E9648,Machine de Conditionnement,Conditionnement,Bimensuel,Usine Tunis,AgroTech Inc.,570.15,1567.59,Gaz Naturel,Annuel,14
E6376,Robot Emballeur,Nettoyage,Annuel,Usine Cenk,AgroTech Inc.,404.23,2803.27,Gaz Naturel,Bimensuel,16
E6140,Convoyeur,Mélange,Bimensuel,Usine Tunis,CleanTech Solutions,968.0,1817.57,Gaz Naturel,Annuel,23
E3179,Mélangeur Industriel,Conditionnement,Bimensuel,Usine Sousse,AgroTech Inc.,359.92,2274.28,Solaire,Bimensuel,21
E2258,Chauffe-Eau Industriel,Nettoyage,Mensuel,Usine Gabès,RoboPack Inc.,989.84,3097.78,Fioul,Annuel,8
E9729,Robot Emballeur,Mélange,Trimestriel,Atelier Principal,AgroTech Inc.,579.65,3877.79,Électrique,Annuel,8
E7431,Convoyeur,Mélange,Bimensuel,Usine Gabès,RoboPack Inc.,292.14,2123.76,Électrique,Trimestriel,19
E1289,Compresseur d'Air,Nettoyage,Mensuel,Atelier Principal,PackEquip SARL,912.75,4354.22,Gaz Naturel,Trimestriel,5
E7552,Cuve de Stockage,Nettoyage,Bimensuel,Usine Gabès,AgroTech Inc.,116.18,1836.51,Gaz Naturel,Trimestriel,18
E8056,Mélangeur Industriel,Nettoyage,Mensuel,Usine Tunis,RoboPack Inc.,939.89,3708.53,Fioul,Mensuel,6
E7539,Robot Emballeur,Embouteillage,Bimensuel,Usine Tunis,AgroTeq,378.56,1121.6,Électrique,Annuel,21
E1303,Système de Pesée,Embouteillage,Mensuel,Usine Sousse,PackEquip SARL,775.16,2409.54,Solaire,Mensuel,11
E8275,Compresseur d'Air,Embouteillage,Mensuel,Usine Cenk,PackEquip SARL,762.08,3274.74,Électrique,Mensuel,13
E4185,Cuve de Stockage,Conditionnement,Bimensuel,Usine Tunis,CleanTech Solutions,550.06,3030.51,Fioul,Trimestriel,5
E5298,Compresseur d'Air,Embouteillage,Bimensuel,Atelier Principal,RoboPack Inc.,461.27,3594.7,Fioul,Mensuel,24
E3884,Système de Pesée,Mélange,Trimestriel,Usine Cenk,RoboPack Inc.,191.64,2252.5,Solaire,Annuel,10
E2066,Système de Pesée,Nettoyage,Annuel,Usine Cenk,AgroTeq,726.16,3223.06,Fioul,Mensuel,20
E7125,Chauffe-Eau Industriel,Stockage,Mensuel,Atelier Principal,AgroTech Inc.,497.94,2197.49,Gaz Naturel,Bimensuel,6
E1440,Robot Emballeur,Stockage,Bimensuel,Usine Cenk,PackEquip SARL,350.83,2762.56,Gaz Naturel,Bimensuel,18
E5646,Convoyeur,Conditionnement,Mensuel,Usine Gabès,PackEquip SARL,189.93,2018.14,Fioul,Bimensuel,20
E6736,Compresseur d'Air,Stockage,Trimestriel,Atelier Principal,AgroTeq,832.77,2033.27,Électrique,Annuel,17
E4444,Robot Emballeur,Embouteillage,Mensuel,Usine Sousse,AgroTeq,952.58,4331.57,Gaz Naturel,Annuel,16
E1969,Cuve de Stockage,Embouteillage,Bimensuel,Usine Sousse,AgroTech Inc.,160.92,3166.69,Solaire,Trimestriel,14
E6168,Cuve de Stockage,Nettoyage,Mensuel,Usine Sousse,AgroTech Inc.,414.93,1317.92,Fioul,Trimestriel,24
E3791,Convoyeur,Mélange,Mensuel,Atelier Principal,CleanTech Solutions,299.09,4464.37,Fioul,Bimensuel,17
E5495,Mélangeur Industriel,Stockage,Trimestriel,Usine Sousse,CleanTech Solutions,278.0,3747.91,Solaire,Mensuel,16
E4594,Convoyeur,Mélange,Bimensuel,Atelier Principal,AgroTech Inc.,500.0,4964.24,Solaire,Bimensuel,24
E3257,Chauffe-Eau Industriel,Stockage,Trimestriel,Usine Sousse,AgroTeq,756.76,4355.0,Électrique,Trimestriel,19
E1353,Mélangeur Industriel,Conditionnement,Mensuel,Usine Cenk,RoboPack Inc.,134.19,2788.17,Fioul,Trimestriel,16
E7664,Convoyeur,Embouteillage,Mensuel,Usine Cenk,AgroTeq,392.1,4837.67,Gaz Naturel,Annuel,13
E2710,Système de Pesée,Nettoyage,Bimensuel,Atelier Principal,AgroTech Inc.,944.65,2741.89,Solaire,Bimensuel,13
E7035,Convoyeur,Embouteillage,Trimestriel,Usine Cenk,CleanTech Solutions,121.34,1210.63,Solaire,Trimestriel,15
E7136,Mélangeur Industriel,Mélange,Trimestriel,Usine Tunis,AgroTeq,179.21,1101.76,Gaz Naturel,Annuel,7
E8487,Compresseur d'Air,Mélange,Mensuel,Usine Gabès,RoboPack Inc.,761.29,1341.84,Électrique,Annuel,5
E7704,Cuve de Stockage,Nettoyage,Mensuel,Usine Tunis,CleanTech Solutions,127.58,4883.1,Fioul,Annuel,8
E5070,Machine de Conditionnement,Stockage,Bimensuel,Usine Sousse,RoboPack Inc.,739.39,4377.87,Gaz Naturel,Annuel,20
E3034,Mélangeur Industriel,Mélange,Bimensuel,Usine Sousse,PackEquip SARL,328.96,3230.79,Fioul,Trimestriel,25
E4467,Machine de Conditionnement,Embouteillage,Annuel,Usine Cenk,AgroTeq,559.01,3197.14,Gaz Naturel,Annuel,17
E8768,Convoyeur,Stockage,Mensuel,Usine Cenk,AgroTech Inc.,822.46,3225.57,Électrique,Annuel,22
